"","issn","tilte","code","area"
"2312","0090-9882","Journal of Applied Communication Research","1203","Language and Linguistics"
"2313","0091-732X","Review of Research in Education","3304","Education"
"2314","0143-8301",NA,NA,NA
"2315","0145-2134","Child Abuse and Neglect","2735","Pediatrics, Perinatology and Child Health"
"2316","0145-2134","Child Abuse and Neglect","3204","Developmental and Educational Psychology"
"2317","0145-2134","Child Abuse and Neglect","2738","Psychiatry and Mental Health"
"2318","0157-6321","Australian Journal of Social Issues","3312","Sociology and Political Science"
"2319","0193-841X","Evaluation Review","1201","Arts and Humanities (miscellaneous)"
"2320","0193-841X","Evaluation Review","3300","Social Sciences (all)"
"2321","0210-1963","Arbor","3316","Cultural Studies"
"2322","0210-1963","Arbor","3312","Sociology and Political Science"
"2323","0210-1963","Arbor","1200","Arts and Humanities (all)"
"2324","0215-840X",NA,NA,NA
"2325","0260-1370","International Journal of Lifelong Education","3304","Education"
"2326","0260-1370","International Journal of Lifelong Education","3319","Life-span and Life-course Studies"
"2327","0263-774X","Environment and Planning C: Government and Policy","3305","Geography, Planning and Development"
"2328","0263-774X","Environment and Planning C: Government and Policy","2301","Environmental Science (miscellaneous)"
"2329","0263-774X","Environment and Planning C: Government and Policy","3321","Public Administration"
"2330","0263-774X","Environment and Planning C: Government and Policy","2308","Management, Monitoring, Policy and Law"
"2331","0266-903X","Oxford Review of Economic Policy","2002","Economics and Econometrics"
"2332","0266-903X","Oxford Review of Economic Policy","2308","Management, Monitoring, Policy and Law"
"2333","0276-1467","Journal of Macromarketing","1406","Marketing"
"2334","0276-8739","Journal of Policy Analysis and Management","1400","Business, Management and Accounting (all)"
"2335","0276-8739","Journal of Policy Analysis and Management","3312","Sociology and Political Science"
"2336","0276-8739","Journal of Policy Analysis and Management","3321","Public Administration"
"2337","0311-6999","Australian Educational Researcher","3304","Education"
"2338","0368-492X","Kybernetes","2207","Control and Systems Engineering"
"2339","0368-492X","Kybernetes","2614","Theoretical Computer Science"
"2340","0368-492X","Kybernetes","1701","Computer Science (miscellaneous)"
"2341","0368-492X","Kybernetes","2201","Engineering (miscellaneous)"
"2342","0368-492X","Kybernetes","3301","Social Sciences (miscellaneous)"
"2343","0556-3097",NA,NA,NA
"2344","0591-2385","Zygon","3316","Cultural Studies"
"2345","0591-2385","Zygon","3304","Education"
"2346","0591-2385","Zygon","1212","Religious Studies"
"2347","0733-558X","Research in the Sociology of Organizations","3312","Sociology and Political Science"
"2348","0733-558X","Research in the Sociology of Organizations","1407","Organizational Behavior and Human Resource Management"
"2349","0735-7028","Professional Psychology: Research and Practice","3200","Psychology (all)"
"2350","0742-1796",NA,NA,NA
"2351","0847-2971","The Journal of Human Justice","3312","Sociology and Political Science"
"2352","0847-2971","The Journal of Human Justice","3308","Law"
"2353","0884-8173","International Journal of Intelligent Systems","2614","Theoretical Computer Science"
"2354","0884-8173","International Journal of Intelligent Systems","1712","Software"
"2355","0884-8173","International Journal of Intelligent Systems","1709","Human-Computer Interaction"
"2356","0884-8173","International Journal of Intelligent Systems","1702","Artificial Intelligence"
"2357","0889-4906","English for Specific Purposes","1203","Language and Linguistics"
"2358","0889-4906","English for Specific Purposes","3304","Education"
"2359","0889-4906","English for Specific Purposes","3310","Linguistics and Language"
"2360","0895-3309","Journal of Economic Perspectives","2002","Economics and Econometrics"
"2361","0898-9621","Accountability in Research","3304","Education"
"2362","0898-9621","Accountability in Research","3309","Library and Information Sciences"
"2363","0899-7225",NA,NA,NA
"2364","0899-8256","Games and Economic Behavior","2003","Finance"
"2365","0899-8256","Games and Economic Behavior","2002","Economics and Econometrics"
"2366","0931-8658","Journal of Economics/ Zeitschrift fur Nationalokonomie","1400","Business, Management and Accounting (all)"
"2367","0931-8658","Journal of Economics/ Zeitschrift fur Nationalokonomie","2002","Economics and Econometrics"
"2368","0950-0804","Journal of Economic Surveys","2002","Economics and Econometrics"
"2369","0950-1991","Development (Cambridge)","1312","Molecular Biology"
"2370","0950-1991","Development (Cambridge)","1309","Developmental Biology"
"2371","0951-2748","Pacific Review","3305","Geography, Planning and Development"
"2372","0951-2748","Pacific Review","3312","Sociology and Political Science"
"2373","0952-813X","Journal of Experimental and Theoretical Artificial Intelligence","1712","Software"
"2374","0952-813X","Journal of Experimental and Theoretical Artificial Intelligence","2614","Theoretical Computer Science"
"2375","0952-813X","Journal of Experimental and Theoretical Artificial Intelligence","1702","Artificial Intelligence"
"2376","0953-4814","Journal of Organizational Change Management","1800","Decision Sciences (all)"
"2377","0953-4814","Journal of Organizational Change Management","1408","Strategy and Management"
"2378","0953-4814","Journal of Organizational Change Management","1407","Organizational Behavior and Human Resource Management"
"2379","0953-4814","Journal of Organizational Change Management","1405","Management of Technology and Innovation"
"2380","0958-5184","Journal of Forensic Psychiatry","2734","Pathology and Forensic Medicine"
"2381","0958-5184","Journal of Forensic Psychiatry","2738","Psychiatry and Mental Health"
"2382","0959-8138",NA,NA,NA
"2383","0960-7773","Contemporary European History","1202","History"
"2384","0967-070X","Transport Policy","3305","Geography, Planning and Development"
"2385","0967-070X","Transport Policy","3313","Transportation"
"2386","0968-8005","Journal of Nietzsche Studies","1211","Philosophy"
"2387","1011-0070","Osterreichische Zeitschrift fur Soziologie","3300","Social Sciences (all)"
"2388","1018-6441",NA,NA,NA
"2389","1050-9674","Journal of Offender Rehabilitation","2742","Rehabilitation"
"2390","1050-9674","Journal of Offender Rehabilitation","3308","Law"
"2391","1064-6175","Howard Journal of Communications","3315","Communication"
"2392","1064-6175","Howard Journal of Communications","1408","Strategy and Management"
"2393","1087-5549","Journal of Poverty","3317","Demography"
"2394","1087-5549","Journal of Poverty","3312","Sociology and Political Science"
"2395","1091-8264",NA,NA,NA
"2396","1229-506X",NA,NA,NA
"2397","1364-503X","Philosophical transactions. Series A, Mathematical, physical, and engineering sciences","2600","Mathematics (all)"
"2398","1364-503X","Philosophical transactions. Series A, Mathematical, physical, and engineering sciences","2200","Engineering (all)"
"2399","1364-503X","Philosophical transactions. Series A, Mathematical, physical, and engineering sciences","3100","Physics and Astronomy (all)"
"2400","1367-5494","European Journal of Cultural Studies","3316","Cultural Studies"
"2401","1367-5494","European Journal of Cultural Studies","3304","Education"
"2402","1367-5494","European Journal of Cultural Studies","1201","Arts and Humanities (miscellaneous)"
"2403","1369-1457","European Journal of Social Work","3301","Social Sciences (miscellaneous)"
"2404","1369-1457","European Journal of Social Work","3312","Sociology and Political Science"
"2405","1381-298X","Computational and Mathematical Organization Theory","1800","Decision Sciences (all)"
"2406","1381-298X","Computational and Mathematical Organization Theory","1700","Computer Science (all)"
"2407","1381-298X","Computational and Mathematical Organization Theory","2611","Modeling and Simulation"
"2408","1381-298X","Computational and Mathematical Organization Theory","2605","Computational Mathematics"
"2409","1381-298X","Computational and Mathematical Organization Theory","2604","Applied Mathematics"
"2410","1387-3326","Information Systems Frontiers","1712","Software"
"2411","1387-3326","Information Systems Frontiers","2614","Theoretical Computer Science"
"2412","1387-3326","Information Systems Frontiers","1710","Information Systems"
"2413","1387-3326","Information Systems Frontiers","1705","Computer Networks and Communications"
"2414","1387-6570",NA,NA,NA
"2415","1431-1933","Contributions to Economics","2002","Economics and Econometrics"
"2416","1473-5776","Culture, Theory and Critique","3316","Cultural Studies"
"2417","1473-5776","Culture, Theory and Critique","3312","Sociology and Political Science"
"2418","1473-5970","Journal of Corporate Law Studies","3308","Law"
"2419","1473-7795",NA,NA,NA
"2420","1532-4400","State Politics and Policy Quarterly","1201","Arts and Humanities (miscellaneous)"
"2421","1532-4400","State Politics and Policy Quarterly","3320","Political Science and International Relations"
"2422","1541-132X","Review of Policy Research","3305","Geography, Planning and Development"
"2423","1541-132X","Review of Policy Research","3321","Public Administration"
"2424","1541-132X","Review of Policy Research","2308","Management, Monitoring, Policy and Law"
"2425","1544-0036","Journal of Legal, Ethical and Regulatory Issues","3312","Sociology and Political Science"
"2426","1544-0036","Journal of Legal, Ethical and Regulatory Issues","3308","Law"
"2427","1551-2169","Journal of Political Science Education","3304","Education"
"2428","1551-2169","Journal of Political Science Education","3312","Sociology and Political Science"
"2429","1570-2782",NA,NA,NA
"2430","1616-8623",NA,NA,NA
"2431","1673-3428","Frontiers of Law in China","3308","Law"
"2432","1673-3436","Frontiers of Philosophy in China","1211","Philosophy"
"2433","1731-7533","Research in Language","1203","Language and Linguistics"
"2434","1731-7533","Research in Language","3310","Linguistics and Language"
"2435","1744-1331","Health Economics, Policy and Law","2719","Health Policy"
"2436","1745-8552","BioSocieties","3306","Health (social science)"
"2437","1745-8552","BioSocieties","2719","Health Policy"
"2438","1746-5680","Society and Business Review","1403","Business and International Management"
"2439","1746-5680","Society and Business Review","1401","Business, Management and Accounting (miscellaneous)"
"2440","1746-5680","Society and Business Review","1408","Strategy and Management"
"2441","1746-5680","Society and Business Review","1407","Organizational Behavior and Human Resource Management"
"2442","1750-8487","Critical Studies in Education","3304","Education"
"2443","1802-5943","Masaryk University Journal of Law and Technology","1706","Computer Science Applications"
"2444","1802-5943","Masaryk University Journal of Law and Technology","3309","Library and Information Sciences"
"2445","1802-5943","Masaryk University Journal of Law and Technology","3308","Law"
"2446","1845-8475","European Journal of Analytic Philosophy","1211","Philosophy"
"2447","1845-8475","European Journal of Analytic Philosophy","1207","History and Philosophy of Science"
