"","X","issn","tilte","code","area","area2"
"1998",2130,"0091-0562","American Journal of Community Psychology",3202,"Applied Psychology","Other"
"1999",2131,"0091-0562","American Journal of Community Psychology",2739,"Public Health, Environmental and Occupational Health","Other"
"2000",2132,"0093-5301","Journal of Consumer Research",1403,"Business and International Management","Social sciences"
"2001",2133,"0093-5301","Journal of Consumer Research",3314,"Anthropology","Social sciences"
"2002",2134,"0093-5301","Journal of Consumer Research",1201,"Arts and Humanities (miscellaneous)","Humanities"
"2003",2135,"0093-5301","Journal of Consumer Research",2002,"Economics and Econometrics","Social sciences"
"2004",2136,"0093-5301","Journal of Consumer Research",1406,"Marketing","Social sciences"
"2005",2137,"0095-182X","American Indian quarterly",2700,"Medicine (all)","Other"
"2006",2138,"0098-2601","Eighteenth-Century Life",3316,"Cultural Studies","Social sciences"
"2007",2139,"0098-2601","Eighteenth-Century Life",1202,"History","Humanities"
"2008",2140,"0098-2601","Eighteenth-Century Life",1213,"Visual Arts and Performing Arts","Humanities"
"2009",2141,"0098-2601","Eighteenth-Century Life",1208,"Literature and Literary Theory","Humanities"
"2010",2143,"0141-9889","Sociology of Health and Illness",3306,"Health (social science)","Social sciences"
"2011",2144,"0141-9889","Sociology of Health and Illness",2719,"Health Policy","Other"
"2012",2145,"0141-9889","Sociology of Health and Illness",2739,"Public Health, Environmental and Occupational Health","Other"
"2013",2146,"0165-9227","Grazer Philosophische Studien",1211,"Philosophy","Philosophy"
"2014",2147,"0195-6744","American Journal of Education",3304,"Education","Social sciences"
"2015",2148,"0219-3116","Knowledge and Information Systems",1712,"Software","Other"
"2016",2149,"0219-3116","Knowledge and Information Systems",1710,"Information Systems","Other"
"2017",2150,"0219-3116","Knowledge and Information Systems",1709,"Human-Computer Interaction","Other"
"2018",2151,"0219-3116","Knowledge and Information Systems",1708,"Hardware and Architecture","Other"
"2019",2152,"0219-3116","Knowledge and Information Systems",1702,"Artificial Intelligence","Other"
"2020",2153,"0250-8060","Water International",2312,"Water Science and Technology","Other"
"2021",2154,"0250-8060","Water International",2308,"Management, Monitoring, Policy and Law","Other"
"2022",2155,"0253-3952","Social Dynamics",3301,"Social Sciences (miscellaneous)","Social sciences"
"2023",2156,"0272-2011","American Review of Canadian Studies",3305,"Geography, Planning and Development","Social sciences"
"2024",2157,"0272-2011","American Review of Canadian Studies",1904,"Earth-Surface Processes","Other"
"2025",2158,"0278-0097","IEEE Technology and Society Magazine",2200,"Engineering (all)","Other"
"2026",2159,"0278-0097","IEEE Technology and Society Magazine",3300,"Social Sciences (all)","Social sciences"
"2027",2160,"0278-1204","Current Perspectives in Social Theory",3312,"Sociology and Political Science","Social sciences"
"2028",2161,"0300-3930","Local Government Studies",3303,"Development","Social sciences"
"2029",2162,"0300-3930","Local Government Studies",3312,"Sociology and Political Science","Social sciences"
"2030",2163,"0304-3754","Alternatives",3312,"Sociology and Political Science","Social sciences"
"2031",2164,"0304-3754","Alternatives",3320,"Political Science and International Relations","Social sciences"
"2032",2165,"0306-6150","Journal of Peasant Studies",3316,"Cultural Studies","Social sciences"
"2033",2166,"0306-6150","Journal of Peasant Studies",3314,"Anthropology","Social sciences"
"2034",2167,"0306-6150","Journal of Peasant Studies",1201,"Arts and Humanities (miscellaneous)","Humanities"
"2035",2168,"0307-5079","Studies in Higher Education",3304,"Education","Social sciences"
"2036",2169,"0360-2370","Studies in Eighteenth Century Culture",3316,"Cultural Studies","Social sciences"
"2037",2170,"0360-2370","Studies in Eighteenth Century Culture",1200,"Arts and Humanities (all)","Humanities"
"2038",2171,"0362-9805","Legislative Studies Quarterly",3312,"Sociology and Political Science","Social sciences"
"2039",2172,"0363-4523","Communication Education",3315,"Communication","Social sciences"
"2040",2173,"0363-4523","Communication Education",3304,"Education","Social sciences"
"2041",2174,"0363-4523","Communication Education",1203,"Language and Linguistics","Humanities"
"2042",2175,"0395-2649","Annales",1202,"History","Humanities"
"2043",2176,"0395-2649","Annales",3300,"Social Sciences (all)","Social sciences"
"2044",2177,"0734-6018","Representations",3318,"Gender Studies","Social sciences"
"2045",2178,"0734-6018","Representations",3316,"Cultural Studies","Social sciences"
"2046",2179,"0734-6018","Representations",1200,"Arts and Humanities (all)","Humanities"
"2047",2180,"0734-6018","Representations",3312,"Sociology and Political Science","Social sciences"
"2048",2181,"0749-5978","Organizational Behavior and Human Decision Processes",3202,"Applied Psychology","Other"
"2049",2182,"0749-5978","Organizational Behavior and Human Decision Processes",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"2050",2184,"0828-8666","Humanomics",1211,"Philosophy","Philosophy"
"2051",2185,"0828-8666","Humanomics",2002,"Economics and Econometrics","Social sciences"
"2052",2186,"0888-4080","Applied Cognitive Psychology",3205,"Experimental and Cognitive Psychology","Other"
"2053",2187,"0888-4080","Applied Cognitive Psychology",3204,"Developmental and Educational Psychology","Other"
"2054",2188,"0888-4080","Applied Cognitive Psychology",1201,"Arts and Humanities (miscellaneous)","Humanities"
"2055",2189,"0890-913X","Journal of Private Enterprise",1400,"Business, Management and Accounting (all)","Social sciences"
"2056",2190,"0890-913X","Journal of Private Enterprise",2000,"Economics, Econometrics and Finance (all)","Social sciences"
"2057",2191,"0951-6328","Journal of Refugee Studies",3305,"Geography, Planning and Development","Social sciences"
"2058",2192,"0951-6328","Journal of Refugee Studies",3320,"Political Science and International Relations","Social sciences"
"2059",2193,"0971-6858","Journal of Human Values",3207,"Social Psychology","Other"
"2060",2194,"0971-6858","Journal of Human Values",3316,"Cultural Studies","Social sciences"
"2061",2195,"0971-6858","Journal of Human Values",1211,"Philosophy","Philosophy"
"2062",2196,"0971-6858","Journal of Human Values",3312,"Sociology and Political Science","Social sciences"
"2063",2197,"0971-6858","Journal of Human Values",1407,"Organizational Behavior and Human Resource Management","Social sciences"
"2064",2198,"1030-4312","Continuum",3316,"Cultural Studies","Social sciences"
"2065",2199,"1030-4312","Continuum",1213,"Visual Arts and Performing Arts","Humanities"
"2066",2200,"1045-991X","Utopian studies",1211,"Philosophy","Philosophy"
"2067",2201,"1053-1920","Postmodern Culture",3316,"Cultural Studies","Social sciences"
"2068",2202,"1053-1920","Postmodern Culture",1213,"Visual Arts and Performing Arts","Humanities"
"2069",2203,"1053-1920","Postmodern Culture",1208,"Literature and Literary Theory","Humanities"
"2070",2204,"1062-7987","European Review",3305,"Geography, Planning and Development","Social sciences"
"2071",2205,"1062-7987","European Review",3320,"Political Science and International Relations","Social sciences"
"2072",2206,"1068-8471","Journal of Theoretical and Philosophical Psychology",1211,"Philosophy","Philosophy"
"2073",2207,"1068-8471","Journal of Theoretical and Philosophical Psychology",3200,"Psychology (all)","Other"
"2074",2208,"1071-4413","Review of Education, Pedagogy, and Cultural Studies",3316,"Cultural Studies","Social sciences"
"2075",2209,"1071-4413","Review of Education, Pedagogy, and Cultural Studies",3304,"Education","Social sciences"
"2076",2210,"1094-429X","Systemic Practice and Action Research",1408,"Strategy and Management","Social sciences"
"2077",2211,"1094-429X","Systemic Practice and Action Research",1405,"Management of Technology and Innovation","Social sciences"
"2078",2212,"1354-9839","Local Environment",3305,"Geography, Planning and Development","Social sciences"
"2079",2213,"1354-9839","Local Environment",2308,"Management, Monitoring, Policy and Law","Other"
"2080",2214,"1356-1294","Journal of Evaluation in Clinical Practice",2719,"Health Policy","Other"
"2081",2215,"1356-1294","Journal of Evaluation in Clinical Practice",2739,"Public Health, Environmental and Occupational Health","Other"
"2082",2216,"1461-4456","Discourse Studies",3207,"Social Psychology","Other"
"2083",2217,"1461-4456","Discourse Studies",3315,"Communication","Social sciences"
"2084",2218,"1461-4456","Discourse Studies",1203,"Language and Linguistics","Humanities"
"2085",2219,"1461-4456","Discourse Studies",3314,"Anthropology","Social sciences"
"2086",2220,"1461-4456","Discourse Studies",3310,"Linguistics and Language","Social sciences"
"2087",2221,"1461-6742","International Feminist Journal of Politics",3318,"Gender Studies","Social sciences"
"2088",2222,"1461-6742","International Feminist Journal of Politics",1201,"Arts and Humanities (miscellaneous)","Humanities"
"2089",2223,"1461-6742","International Feminist Journal of Politics",3312,"Sociology and Political Science","Social sciences"
"2090",2224,"1461-6742","International Feminist Journal of Politics",3320,"Political Science and International Relations","Social sciences"
"2091",2225,"1463-4996","Anthropological Theory",3314,"Anthropology","Social sciences"
"2092",2226,"1463-4996","Anthropological Theory",1201,"Arts and Humanities (miscellaneous)","Humanities"
"2093",2227,"1465-4466","Historical Materialism",1202,"History","Humanities"
"2094",2228,"1465-4466","Historical Materialism",3301,"Social Sciences (miscellaneous)","Social sciences"
"2095",2229,"1465-4466","Historical Materialism",3312,"Sociology and Political Science","Social sciences"
"2096",2230,"1465-4466","Historical Materialism",3320,"Political Science and International Relations","Social sciences"
"2097",2231,"1465-4466","Historical Materialism",2000,"Economics, Econometrics and Finance (all)","Social sciences"
"2098",2232,"1472-6483","Reproductive BioMedicine Online",2743,"Reproductive Medicine","Other"
"2099",2233,"1472-6483","Reproductive BioMedicine Online",2729,"Obstetrics and Gynecology","Other"
"2100",2234,"1472-6483","Reproductive BioMedicine Online",1309,"Developmental Biology","Other"
"2101",2236,"1474-9041","European Educational Research Journal",3304,"Education","Social sciences"
"2102",2237,"1476-3435","Latino Studies",3316,"Cultural Studies","Social sciences"
"2103",2238,"1476-3435","Latino Studies",1202,"History","Humanities"
"2104",2239,"1476-3435","Latino Studies",3312,"Sociology and Political Science","Social sciences"
"2105",2240,"1477-7487","Surveillance & Society",3311,"Safety Research","Social sciences"
"2106",2241,"1477-7487","Surveillance & Society",3322,"Urban Studies","Social sciences"
"2107",2243,"1531-426X","Latin American Politics and Society",3305,"Geography, Planning and Development","Social sciences"
"2108",2244,"1531-426X","Latin American Politics and Society",3312,"Sociology and Political Science","Social sciences"
"2109",2245,"1531-426X","Latin American Politics and Society",3320,"Political Science and International Relations","Social sciences"
"2110",2246,"1536-5581","Conflict Resolution Quarterly",3201,"Psychology (miscellaneous)","Other"
"2111",2247,"1536-5581","Conflict Resolution Quarterly",3308,"Law","Law"
"2112",2248,"1566-7170","Public Organization Review",1401,"Business, Management and Accounting (miscellaneous)","Social sciences"
"2113",2249,"1566-7170","Public Organization Review",3308,"Law","Law"
"2114",2250,"1574-0730","Handbook of Law and Economics",2002,"Economics and Econometrics","Social sciences"
"2115",2251,"1574-0730","Handbook of Law and Economics",3308,"Law","Law"
"2116",2252,"1660-4601","International Journal of Environmental Research and Public Health",2310,"Pollution","Other"
"2117",2253,"1660-4601","International Journal of Environmental Research and Public Health",2739,"Public Health, Environmental and Occupational Health","Other"
"2118",2254,"1660-4601","International Journal of Environmental Research and Public Health",2307,"Health, Toxicology and Mutagenesis","Other"
"2119",2256,"1751-9004","Social and Personality Psychology Compass",3207,"Social Psychology","Other"
"2120",2257,"1752-4032","Environmental Communication",2301,"Environmental Science (miscellaneous)","Other"
"2121",2258,"1752-4032","Environmental Communication",2308,"Management, Monitoring, Policy and Law","Other"
"2122",2259,"1799-2591","Theory and Practice in Language Studies",1203,"Language and Linguistics","Humanities"
"2123",2260,"1799-2591","Theory and Practice in Language Studies",3304,"Education","Social sciences"
"2124",2261,"1799-2591","Theory and Practice in Language Studies",3310,"Linguistics and Language","Social sciences"
