...1,id,display_name,publication_year,type,journal,journal_id,doi,citations,first_author,n,group,X.1,X
3673,https://openalex.org/W2058430580,Abortion and inalienable rights in classical liberalism.,1975,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/20.1.62,4,Gary D. Glenn,NA,NA,5806,4558
3674,https://openalex.org/W2092645610,Justice Holmes and The Jesuits,1982,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/27.1.32,2,David H. Burton,NA,NA,5809,4561
3675,https://openalex.org/W1966216751,Joseph Raz on Kelsen's Basic Norm,1982,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/27.1.46,5,Alida Wilson,NA,NA,5812,4564
3676,https://openalex.org/W2319238522,"ÜBERLEGUNGEN ZU HANS KELSENS “ALLGEMEINE THEORIE DER NORMEN” By Kazimierz Opalek. “SCHRIFTENREIHE DES HANS KELSEN-INSTITUTS,” Volume 4. Vienna: Manz Verlag, 1980., and UNTERSUCHUNGEN ZUR STUFENBAULEHRE ADOLF MERKLS UND HANS KELSEN. By Jürgen Behrend. “SCHRIFTEN ZUR RILCHTSTHEORIE,” Volume 65. Berlin: Duncker & Humblot, 1977.",1982,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/27.1.159,3,Stanley L. Paulson,NA,NA,5814,4566
3677,https://openalex.org/W1985868899,The Concept of the Legal Order,1982,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/27.1.64,8,Hans Kelsen,NA,NA,5818,4570
3678,https://openalex.org/W1996659825,In defense of liberal public reason: are slavery and abortion hard cases?,1997,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/42.1.1,36,Stephen Macedo,NA,NA,5821,4573
3679,https://openalex.org/W1989136060,Triumph or tragedy? The moral meaning of genetic technology.,2000,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/45.1.1,10,Leon R. Kass,NA,NA,5823,4575
3680,https://openalex.org/W2117050849,The Bondwoman’s Son and the Beautiful Soul,2013,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/aut006,6,N. E. Simmonds,NA,NA,5825,4577
3681,https://openalex.org/W2034635248,How to Be a Free People,2013,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/aut007,26,Richard Ekins,NA,NA,5826,4578
3682,https://openalex.org/W2038655856,The Aristotelian Spoudaios as Ethical Exemplar in Finnis’s Natural Law Theory,2013,journal-article,The American Journal of Jurisprudence,https://openalex.org/V2735326605,https://doi.org/10.1093/ajj/aut010,13,George Duke,NA,NA,5827,4579
3683,https://openalex.org/W1983681887,Should female circumcision continue to be banned,1995,journal-article,Feminist Legal Studies,https://openalex.org/V74983385,https://doi.org/10.1007/bf01104114,7,Morayo Atoki,NA,NA,5829,4581
3684,https://openalex.org/W87312291,A Feminist Perspective on Contract Theories from Law and Economics,2000,journal-article,Feminist Legal Studies,https://openalex.org/V74983385,https://doi.org/10.1023/a:1009259224436,2,Alice Belcher,NA,NA,5833,4585
3685,https://openalex.org/W2009502085,"An Uneasy Alliance? The Relationship Between Feminist Legal Studies and Gender, Sexuality and Law",2009,journal-article,Feminist Legal Studies,https://openalex.org/V74983385,https://doi.org/10.1007/s10691-009-9135-4,3,Harriet Samuels,NA,NA,5834,4586
3686,https://openalex.org/W2069159415,Legal Meanings Across Linguistic Barriers: The Intralingual and Interlingual Translation of Laws in Greece and Cyprus,2007,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-007-9053-1,2,Stefanos Vlachopoulos,NA,NA,5835,4587
3687,https://openalex.org/W2001951361,"Diversity, law and justice: a Deleuzian semiotic view of ‘criminal justice’",2007,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-006-9036-7,3,Dragan Milovanovic,NA,NA,5836,4588
3688,https://openalex.org/W1966924376,Deleuze & Guattari’s Intensive & Pragmatic Semiotic of Emergent Law,2007,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-006-9034-9,8,Jamie Murray,NA,NA,5837,4589
3689,https://openalex.org/W2089430449,Between Disability and Terror: Handicapped Parking Space and Homeland Security at Fenway Park,2007,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-007-9043-3,10,Sarah Marusek,NA,NA,5838,4590
3690,https://openalex.org/W1991639634,Peters Edition v. Batt : The Intertextuality of Silence,2007,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-007-9050-4,7,Dennis Kurzon,NA,NA,5840,4592
3691,https://openalex.org/W2013065311,Deleuze : 'Had I not done philosophy I would have done law',2007,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-006-9037-6,3,Martin Hardie,NA,NA,5841,4593
3692,https://openalex.org/W2010004665,"The European Constitution: A Semiotics Analysis of Ideology, Identity and Global Commun in Present-Day Europe",2008,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-007-9055-z,3,Augusto Ponzio,NA,NA,5845,4597
3693,https://openalex.org/W1969532351,Introduction to the Special Issue on Peircean Semeiotic,2008,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-008-9067-3,2,Charls Pearson,NA,NA,5846,4598
3694,https://openalex.org/W2063945270,Trial and Error – Failing and Learning in Criminal Proceedings,2007,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-006-9041-x,3,Kati Hannken-Illjes,NA,NA,5847,4599
3695,https://openalex.org/W1972965959,The Linguistic Turn of Social Contract Theory: Ernst Cassirer and the Conditions for the Possibility of a Promise,2007,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-006-9039-4,3,Deniz Coskun,NA,NA,5849,4601
3696,https://openalex.org/W2065358163,"Gender Neutrality, Rape and Trial Talk",2008,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-008-9071-7,9,Philip Rumney,NA,NA,5852,4604
3697,https://openalex.org/W1995830305,"Law, Fact and Narratives in Ancient Rhetoric: The Case of the causa Curiana",2008,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-007-9054-0,4,Miklós Könczöl,NA,NA,5859,4611
3698,https://openalex.org/W1986636005,Quelques réflexions sur la linguistique juridique ou la jurilinguistique,2008,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-008-9083-3,4,Sophie Cacciaguidi-Fahy,NA,NA,5862,4614
3699,https://openalex.org/W2052169442,Beyond Peirce: The New Science of Semiotics and the Semiotics of Law,2008,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-008-9063-7,2,Charls Pearson,NA,NA,5864,4616
3700,https://openalex.org/W2013192543,Charles Peirce’s Categories and the Growth of Reason,2008,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-008-9064-6,6,Carl R. Hausman,NA,NA,5865,4617
3701,https://openalex.org/W2051220522,A Case for Applying the Theoretical Semiotics in the Practice of Trade Mark Law,2008,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-007-9062-0,2,Angus Lang,NA,NA,5878,4630
3702,https://openalex.org/W2056596919,Reformulation and Conflict in the Witness Examination: The Case of Public Inquiries,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9103-y,6,Silvia Cavalieri,NA,NA,5879,4631
3703,https://openalex.org/W2067733137,War as an Institutional Fact: Semiotics and Institutional Legal Theory,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9112-x,3,Hanneke van Schooten,NA,NA,5880,4632
3704,https://openalex.org/W1537940627,"Quid juris? Quid facti?: D’une nouvelle tentative de relever une opposition capitale: Jean-Renaud Seba, Le partage de l’empirique et du transcendantal. Essai sur la normativité de la raison: Kant, Hegel, Husserl. Bruxelles, Éditions Ousia, 2006, 440 pp., 24 Euros, ISBN 978-2-87060-126-6",2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9106-8,14,Björn Thorsteinsson,NA,NA,5881,4633
3705,https://openalex.org/W2073204541,Individual Conceptual Structure and Legal Experts’ Efficient Communication,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9104-x,3,Jan Engberg,NA,NA,5889,4641
3706,https://openalex.org/W2152862801,Reading for Law and the State: Theaters of Problematization and Authority,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9111-y,2,Ian Duncanson,NA,NA,5890,4642
3707,https://openalex.org/W1964734301,Trial Argumentation: The Creation of Meaning,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-008-9093-1,2,Denis J. Brion,NA,NA,5891,4643
3708,https://openalex.org/W1999769177,Symbolism of the Spirit of the Laws: A Genealogical Excursus to Legal and Political Semiotics,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9101-0,2,Jiří Přibáň,NA,NA,5892,4644
3709,https://openalex.org/W2064504502,The Semiotic Therapy of Religious Law,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9114-8,4,Massimo Leone,NA,NA,5895,4647
3710,https://openalex.org/W2067538023,What There is Left and How It Works: Ancient Rhetoric and the Semiotics of Law,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9117-5,2,Miklós Könczöl,NA,NA,5899,4651
3711,https://openalex.org/W2035795879,The Promise of Legal Semiotics,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9123-7,3,Sophie Cacciaguidi-Fahy,NA,NA,5901,4653
3712,https://openalex.org/W2108264874,Vico and Imagination: An Ingenious Approach to Educating Lawyers with Semiotic Sensibility,2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-008-9092-2,3,Francis Joseph Mootz,NA,NA,5904,4656
3713,https://openalex.org/W2046291550,"Meaning, Time and the Law: Ex Post and Ex Ante Perspectives",2009,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-009-9113-9,7,Christopher Hutton,NA,NA,5905,4657
3714,https://openalex.org/W2114001447,Creating Legal Terms: A Linguistic Perspective,2010,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9164-y,2,Pius ten Hacken,NA,NA,5914,4666
3715,https://openalex.org/W2087205250,Judicial Epistemology of Free Speech Through Ancient Lenses,2010,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9147-z,4,Uladzislau Belavusau,NA,NA,5919,4671
3716,https://openalex.org/W2045849598,Who are Chinese Citizens? A Legislative Language Inquiry,2010,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9167-8,6,Shifeng Ni,NA,NA,5921,4673
3717,https://openalex.org/W1979960851,Symbolic Conflict and the First Amendment: US Supreme Court Adjudication of the Expression of Condensation Symbols,2010,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9141-5,3,Frederick P. Lewis,NA,NA,5922,4674
3718,https://openalex.org/W2121684598,"Cognition, Meaning Making, and Legal Communication",2010,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9161-1,4,Jan Engberg,NA,NA,5924,4676
3719,https://openalex.org/W2040807411,Staging and the Imaginary Institution of the Judge,2010,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9150-4,3,Arnaud Lucien,NA,NA,5928,4680
3720,https://openalex.org/W3126008552,Hybrid Texts and Uniform Law? The Multilingual Case Law of the Court of Justice of the European Union,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9188-3,20,Karen McAuliffe,NA,NA,5939,4691
3721,https://openalex.org/W2106700003,Law and Conversational Implicatures,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9201-x,22,Francesca Poggi,NA,NA,5943,4695
3722,https://openalex.org/W2076222610,Discursive Illusions in Legislative Discourse: A Socio-Pragmatic Study,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9178-5,10,Aditi Bhatia,NA,NA,5947,4699
3723,https://openalex.org/W2009774886,In Pursuit of an Expert Identity: A Case Study of Experts in the Historical Courtroom,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9174-9,5,Krisda Chaemsaithong,NA,NA,5949,4701
3724,https://openalex.org/W2073355642,"Academic institutions as corporate enterprise: Transparency, power and control in staff appraisal",2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9202-9,2,Stephen Bremner,NA,NA,5950,4702
3725,https://openalex.org/W2013955663,Clashing Over Conversion: “Who is a Jew” and Media Representations of an Israeli Supreme Court Decision,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9172-y,2,Bryna Bogoch,NA,NA,5951,4703
3726,https://openalex.org/W2046858584,"Administration of Justice and Multimodality in Media: Semiotic Translation, Conflict and Compatibility",2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9175-8,4,Le Cheng,NA,NA,5953,4705
3727,https://openalex.org/W1982138317,Mugshots and Motherhood: The Media Semiotics of Vilification in Child Abduction Cases,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9199-0,5,Janet Cotterill,NA,NA,5954,4706
3728,https://openalex.org/W2072614542,Visibility and Invisibility of Animals in Traditional Chinese Philosophy and Law,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9185-6,4,Deborah Cao,NA,NA,5955,4707
3729,https://openalex.org/W2071420648,The Hard Sell: Promoting Human Rights,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9186-5,2,Lieve Gies,NA,NA,5957,4709
3730,https://openalex.org/W2022779081,On the Incoherence of Legal Language to the General Public,2011,journal-article,International journal for the semiotics of law,https://openalex.org/V2764447599,https://doi.org/10.1007/s11196-010-9176-7,14,Sol Azuelos-Atias,NA,NA,5959,4711
